,data_compra,sku,produto,fornecedor,custo_bruto,comissoes_mktplace,frete,preco_venda,lucro_venda,dias_estoque,data_venda,marketplace_venda,cliente,localizacao
726,2021-02-11,19580,ESCOVA ROT.MONDIAL ER-05 110V,FUJIOKA,185.25,56.98,20.99,299.9,16.65,67,2021-04-19,MAGALU,58eff2ecc00e3f147107,"Sacomã - Vila Vera, São Paulo"
727,2021-02-11,19580,ESCOVA ROT.MONDIAL ER-05 110V,FUJIOKA,185.25,37.49,0.0,249.9,28.99,71,2021-04-23,OLIST,a098396c3a5df9601e1c,"Quatro Barras, Paraná"
728,2021-02-11,19581,ESCOVA ROT.MONDIAL ER-05 220V,FUJIOKA,185.15,49.28,18.45,289.9,36.17,25,2021-03-08,ML MHL CARE,e61d650bd5b846dbf5bd,"Rio do Sul, Santa Catarina"
729,2021-02-11,19581,ESCOVA ROT.MONDIAL ER-05 220V,FUJIOKA,185.15,49.28,18.45,289.9,36.17,67,2021-04-19,ML MHL CARE,3ea248d1b11d3516117c,"Campo Grande, Santos, São Paulo"
730,2021-02-11,19837,APAR.WAHL GROOMSMAN T-PRO BIV 9855-44810,FUJIOKA,113.84,32.28,17.95,189.9,23.24,144,2021-07-05,ML MHL CARE,417764f0e153a62750f9,"São Luís de Montes Belos, Goiás"
731,2021-02-11,19837,APAR.WAHL GROOMSMAN T-PRO BIV 9855-44810,FUJIOKA,113.84,32.25,17.95,189.9,23.27,145,2021-07-06,ML MHL TOOLS,b87d6d8e853e814143fb,"Mirandópolis, São Paulo"
732,2021-02-11,19921,BARBEADOR PHILIPS S3122/51 AQUATOUCH 51),FUJIOKA,334.61,79.81,28.9,498.8,55.62,35,2021-03-18,ML MHL TOOLS,20b1c45654674a3e2cb7,"São Carlos, SP"
733,2021-02-11,19921,BARBEADOR PHILIPS S3122/51 AQUATOUCH 51),FUJIOKA,334.61,51.68,0.0,469.9,85.68,102,2021-05-24,MAGALU,03e71250c9c16f3688c0,PARANAVAI PR
734,2021-02-11,19969,ESCOVA SECADOR MONDIAL ES-07 127V RED,FUJIOKA,134.33,37.38,0.0,219.9,46.93,29,2021-03-12,MAGALU,34843aa79802a7a0b5fd,"GUARULHOS, SP"
735,2021-02-11,19969,ESCOVA SECADOR MONDIAL ES-07 127V RED,FUJIOKA,134.33,37.38,0.0,219.9,46.93,29,2021-03-12,MAGALU,02086e72860dd5146919,"ITUIUTABA, MG"
736,2021-02-11,19970,ESCOVA SECADOR MONDIAL ES-07 220V RED,FUJIOKA,134.33,37.38,0.0,219.9,46.93,39,2021-03-22,MAGALU,29d1c533b455ed8d9aa8,"RIO DE JANEIRO, RJ"
737,2021-02-11,19970,ESCOVA SECADOR MONDIAL ES-07 220V RED,FUJIOKA,134.33,37.38,0.0,219.9,46.93,41,2021-03-24,MAGALU,68a79367a540fee285cd,"ESTEIO, RS"
738,2021-02-11,19550,MAQ.DE CORTE WAHL MAGIC CLIP 110V,FUJIOKA,506.53,118.98,17.95,699.9,60.34,61,2021-04-13,MAGALU,49f4af27a572acfdebdb,"Nova Laranjeiras, Paraná"
739,2021-02-14,3043620801,"CH AJUSTAVEL 8""",OVD,42.28,13.48,0.0,49.9,-10.85,305,2021-12-16,ML MHL CARE,41cbc92406d5fcb49531,"Avanhandava, São Paulo"
740,2021-02-11,19642,MAQ.DE CORTE WAHL QUICK CUT 220V,FUJIOKA,156.36,40.78,17.95,239.9,24.42,147,2021-07-08,ML MHL TOOLS,8b876f57c867f780a5ff,"Santa Filomena, Piauí"
741,2021-03-24,3002142518,"ALICATE UNIVERSAL 8"" 219022BBR BELZER",OVD,41.64,11.78,0.0,39.9,-17.51,289,2022-01-07,ML MHL TOOLS,25657b81bbd6b6ec759d,"Jundiaí, São Paulo"
742,2021-03-24,3002142518,"ALICATE UNIVERSAL 8"" 219022BBR BELZER",OVD,41.64,11.78,0.0,39.9,-17.51,290,2022-01-08,ML MHL TOOLS,25657b81bbd6b6ec759d,"Jundiaí, São Paulo"
743,2021-03-24,3002142518,"ALICATE UNIVERSAL 8"" 219022BBR BELZER",OVD,41.64,11.78,5.0,39.9,-22.51,291,2022-01-09,ML MHL TOOLS,25657b81bbd6b6ec759d,"Jundiaí, São Paulo"
744,2021-02-11,19696,APARADOR MONDIAL BG-03 10 EM 1 BIV 2,FUJIOKA,109.63,32.28,0.0,189.9,44.97,39,2021-03-22,ML MHL TOOLS,571f98d567bcfb84e7cc,"SANTANA DE PARNAIBA, SC"
745,2021-02-11,19696,APARADOR MONDIAL BG-03 10 EM 1 BIV 2,FUJIOKA,109.63,17.59,0.0,159.9,31.87,88,2021-05-10,MAGALU,300b94435b342bcbe96c,OURINHOS SP
746,2021-02-11,19818,APARADOR PHILIPS MG3721/77 7 EM 1,FUJIOKA,160.95,40.78,16.45,239.9,21.79,22,2021-03-05,MAGALU,ad1e60bafe6bcf3ba9fc,"Taubaté, São Paulo"
747,2021-02-11,19818,APARADOR PHILIPS MG3721/77 7 EM 1,FUJIOKA,160.95,40.78,0.0,239.9,38.24,32,2021-03-15,ML MHL CARE,c8784cd71ccb14b00b62,"BENTO GONCALVES, RS"
748,2021-03-24,6878136000,INVERSOR DIG RIV136 BIVOLT VONDER,OVD,707.37,80.11,0.0,625.83,-224.23,327,2022-02-14,MAGALU,211705cee3fd4d9796fd,UNAI MG
749,2021-03-24,6020012310,"FURADEIRA 123D IMP.1/2"" VVR 127V BOSCH",OVD,405.88,37.62,0.0,293.93,-178.97,330,2022-02-17,MAGALU,95e21143b7a54f4cb799,FRANCA SP
750,2021-03-24,6020122810,"FURADEIRA 1228.1 IMP.1/2"" VVR 127V BOSCH",OVD,544.06,90.42,22.95,531.9,-178.72,286,2022-01-04,MAGALU,3616c928c94fc3708fdf,"Contagem, Minas Gerais"
751,2021-04-12,1970,BONECO MICKEY,NOVABRINK,116.55,12.54,0.0,97.93,-40.95,305,2022-02-11,ML MHL TOOLS,abc24a0d4b7694f2ce4f,RIO DE JANEIRO RJ
752,2021-02-11,19968,APARADOR MONDIAL BG-05 11 EM 1 BIV,FUJIOKA,124.01,33.98,0.0,199.9,39.6,68,2021-04-20,MAGALU,8eb86e194fa020ba070c,"BELO HORIZONTE, MG"
753,2021-02-11,19968,APARADOR MONDIAL BG-05 11 EM 1 BIV,FUJIOKA,124.01,37.38,17.95,219.9,38.27,60,2021-04-12,MAGALU,d5fcfd87e20e4b8e326f,"Bom Despacho, MG"
754,2021-04-12,1970,BONECO MICKEY,NOVABRINK,116.55,8.95,0.0,69.93,-62.56,311,2022-02-17,ML MHL CARE,2dd96af20dfc7c0b350d,UBERABA MG
755,2021-04-12,1970,BONECO MICKEY,NOVABRINK,116.55,14.85,16.95,89.99,-67.36,316,2022-02-22,MAGALU,59fcd6f5b93f9c731cea,"Itapeva, São Paulo"
756,2021-04-12,1970,BONECO MICKEY,NOVABRINK,116.55,8.95,0.0,69.93,-62.56,317,2022-02-23,ML MHL TOOLS,027417fa9fe23a6d051e,MARILIA SP
757,2021-02-14,6105136000,MALETA PLAST P/ INVERSOR DIG RIV136 VD,OVD,83.74,27.18,17.95,159.9,27.63,93,2021-05-18,MAGALU,a975d4cef8fd3ac25928,"Porto Alegre, Rio Grande do Sul"
758,2021-02-14,6105136000,MALETA PLAST P/ INVERSOR DIG RIV136 VD,OVD,83.74,27.18,33.95,159.9,11.64,124,2021-06-18,ML MHL TOOLS,c5033f4edcef5b453419,"Dourados, Mato Grosso do Sul"
759,2021-02-14,6878136000,INVERSOR DIG RIV136 BIVOLT VONDER,OVD,749.18,168.28,0.0,989.9,81.23,36,2021-03-22,ML MHL TOOLS,b90e5d0ee6a38e3d89c9,"ESTRELA, RS"
760,2021-02-14,6878136000,INVERSOR DIG RIV136 BIVOLT VONDER,OVD,749.18,110.38,0.0,919.9,73.81,136,2021-06-30,MAGALU,59d3a2a04f763c0f7b4b,DIAMANTE DOESTE PR
761,2021-02-14,6055300010,SERRA TICO-TICO DW300BR 127V DEWALT,OVD,495.85,81.91,0.0,639.9,68.98,193,2021-08-26,MAGALU,404a239a7faa6075d43f,"UBATUBA, SP"
762,2021-04-12,1970,BONECO MICKEY,NOVABRINK,116.55,8.95,0.0,69.93,-62.56,322,2022-02-28,MAGALU,d4a000fc87cad353cb8e,SANTANA DE PARNAIBA SP
763,2021-04-12,1970,BONECO MICKEY,NOVABRINK,116.55,16.18,0.0,89.9,-51.82,322,2022-02-28,MAGALU,24179e7b1e4b8f04a518,"Goiânia, Goiás"
764,2021-02-14,6055402010,ESMERILHADEIRA DWE4020BR 127V DEWALT,OVD,399.92,95.18,0.0,559.9,67.39,33,2021-03-19,SHOPEE,54cf0eabe837ba18e5f8,"SAO PAULO, SP"
765,2021-02-14,6045955741,"ESMERILHADEIRA ANG. 4.1/2""9557HNG 127V M",OVD,379.61,108.28,20.99,569.9,60.91,100,2021-05-25,MAGALU,196c87d2ebd33f68167a,Santa Fé do Sul - SP
766,2021-02-14,6045955741,"ESMERILHADEIRA ANG. 4.1/2""9557HNG 127V M",OVD,379.61,103.98,0.0,499.9,20.88,122,2021-06-16,OLIST,2aaaf381beb569cd2ed9,"GOVERNADOR VALADARES, MG"
767,2021-02-14,6020137751,ESMERILHADEIRA 1377.5/GWS850 127V BOSCH,OVD,371.77,62.71,0.0,489.9,59.87,240,2021-10-12,MAGALU,f546272236bbf9f2f539,"LOANDA, PR"
768,2021-02-14,6055402020,ESMERILHADEIRA DWE4020B2B 220V DEWALT,OVD,399.92,79.49,0.0,539.9,64.42,135,2021-06-29,MAGALU,a25713a1919da21d4ea5,"ITATIBA, SP"
769,2021-02-14,6020137752,ESMERILHADEIRA 1377.5GWS850 220V BOSCH,OVD,371.77,62.7,0.0,489.9,59.88,183,2021-08-16,MAGALU,3c773d2292c040178928,João Pinheiro MG
770,2021-05-19,6055402010,ESMERILHADEIRA DWE4020BR 127V DEWALT,OVD,410.58,90.08,22.95,529.9,-46.7,209,2021-12-14,MAGALU,a6edc4c2a51f37f02962,"Bauru, São Paulo"
771,2021-05-19,6045247031,MARTELETE PERF/ROMP HR2470 127V MAKITA,OVD,771.66,110.48,34.95,649.9,-332.18,273,2022-02-16,ML MHL TOOLS,0ebd4eff104d9a81b607,"Ribeirão das Neves, Minas Gerais"
772,2021-02-14,6001074000,PARAF/FURAD BAT 12V C/IMP KIT C/74PC VD,OVD,364.64,61.43,0.0,479.9,58.24,255,2021-10-27,ML MHL TOOLS,5070045af07be00d6d9d,"SAO JOSE DOS PINHAIS, PR"
773,2021-02-14,6001074000,PARAF/FURAD BAT 12V C/IMP KIT C/74PC VD,OVD,364.64,61.42,0.0,479.9,58.25,262,2021-11-03,MAGALU,e5a30a0b6f0f49404517,PATO BRANCO PR
774,2021-05-19,6001065220,"ESMERILHADEIRA 4.1/2""EAV650 C/3DISC 220V",OVD,219.4,38.39,0.0,299.9,12.12,233,2022-01-07,MAGALU,1f6372c2c2bc60c93eb6,CAPINZAL DO NORTE MA
775,2021-02-14,6001020220,SOPRADOR TERMICO STV2000N 220V VONDER,OVD,165.38,44.18,18.45,259.9,31.06,15,2021-03-01,MAGALU,d94fd16b7c4d9c248108,"Unaí, Minas Gerais"
776,2021-02-14,6001020220,SOPRADOR TERMICO STV2000N 220V VONDER,OVD,165.38,44.18,0.0,259.9,49.51,15,2021-03-01,ML MHL CARE,3a6cb7a26c28cd7b31c9,"CEZARINA, GO"
777,2021-05-19,6001065220,"ESMERILHADEIRA 4.1/2""EAV650 C/3DISC 220V",OVD,219.4,32.39,28.14,269.9,-37.02,257,2022-01-31,MAGALU,c036d7024884ac823993,"Bom Jesus dos Perdões, São Paulo"
778,2021-05-19,6065660010,FURADEIRA 6600AB IMP.10MM 1V. 127V  SKIL,OVD,164.35,32.28,22.74,189.9,-48.46,266,2022-02-09,ML MHL TOOLS,539e4af809d87fc39b2c,"Ivaiporã, Paraná"
779,2021-02-14,6001020110,SOPRADOR TERMICO STV2000N 127V VONDER,OVD,165.38,44.18,18.45,259.9,31.06,30,2021-03-16,ML MHL TOOLS,66bb4f4b8f98ae876227,"Três Lagoas, Mato Grosso do Sul"
780,2021-02-14,6001020110,SOPRADOR TERMICO STV2000N 127V VONDER,OVD,165.38,44.18,18.45,259.9,31.06,38,2021-03-24,ML MHL TOOLS,2bda2ffb146964ec6a0f,"Palmeira, Paraná"
781,2021-02-17,1938,ARAMADO CASINHA - CX. PAPEL,CARLU,186.99,45.88,0.0,269.9,37.7,57,2021-04-15,MAGALU,acc7f1eda845ee0d0fca,"JUIZ DE FORA, MG"
782,2021-02-17,1938,ARAMADO CASINHA - CX. PAPEL,CARLU,186.99,40.48,0.0,269.9,43.1,72,2021-04-30,MAGALU,b9e1884633073a60783d,JUNDIAI SP
783,2021-02-17,1938,ARAMADO CASINHA - CX. PAPEL,CARLU,186.99,72.58,38.39,329.9,28.6,89,2021-05-17,MAGALU,4745255012f275d9d073,PONTA GROSSA PR
784,2021-02-17,1934,PP - CONECTANDO FORMAS - 150 P,CARLU,25.61,6.7,0.0,55.9,21.27,113,2021-06-10,OLIST,870f09b07e84a2347d6a,CONDOR RS
785,2021-02-17,1934,PP - CONECTANDO FORMAS - 150 P,CARLU,25.61,7.15,0.0,55.9,20.82,141,2021-07-08,MAGALU,93eb532d40894ecabbe2,RIO DE JANEIRO RJ
786,2021-02-17,1934,PP - CONECTANDO FORMAS - 150 P,CARLU,25.61,7.15,0.0,55.9,20.82,142,2021-07-09,MAGALU,3f55a4302e59010fda15,RIO DE JANEIRO RJ
787,2021-02-17,1934,PP - CONECTANDO FORMAS - 150 P,CARLU,25.61,7.15,0.0,55.9,20.82,145,2021-07-12,MAGALU,db031ed3f6da4781d6d3,MACAE RJ
788,2021-02-17,1934,PP - CONECTANDO FORMAS - 150 P,CARLU,25.61,7.15,0.0,55.9,20.82,146,2021-07-13,MAGALU,3e9a44b9b4b34eb6f57b,GUARUJA SP
789,2021-02-17,1934,PP - CONECTANDO FORMAS - 150 P,CARLU,25.61,7.15,0.0,55.9,20.82,152,2021-07-19,MAGALU,811c35ec351f187e0257,BRASILIA DF
790,2021-02-17,1934,PP - CONECTANDO FORMAS - 150 P,CARLU,25.61,7.15,0.0,55.9,20.82,156,2021-07-23,MAGALU,02ac813ba187d60d7e87,CABO FRIO RJ
791,2021-02-17,1934,PP - CONECTANDO FORMAS - 150 P,CARLU,25.61,7.15,0.0,55.9,20.82,160,2021-07-27,MAGALU,e00905034aa94b421f2f,SAO JOSE DOS CAMPOS SP
792,2021-02-17,1934,PP - CONECTANDO FORMAS - 150 P,CARLU,25.61,7.15,0.0,55.9,20.82,163,2021-07-30,MAGALU,0eb3d6089c956d4c5328,NOVO HAMBURGO RS
793,2021-02-17,1934,PP - CONECTANDO FORMAS - 150 P,CARLU,25.61,7.15,0.0,55.9,20.82,166,2021-08-02,MAGALU,70c8263b80d15dd8bd0d,SOCORRO SP
794,2021-02-17,1204,ALF MOV DEGRAU - MDF - 130 PC,CARLU,80.44,25.48,17.95,149.9,23.04,1,2021-02-18,MAGALU,31a29065b0a19cb30e64,"Franca, São Paulo"
795,2021-02-17,1204,ALF MOV DEGRAU - MDF - 130 PC,CARLU,80.44,25.48,17.95,149.9,23.04,1,2021-02-18,ML MHL CARE,f88abe0295d61ca5c394,"Lajeado, Rio Grande do Sul"
796,2021-02-17,1936,PP - CONECTANDO FORMAS - 1.000,CARLU,158.39,45.98,0.0,279.9,72.67,203,2021-09-08,ML MHL CARE,34bee26bbd5528fdc9c6,Brasilia/DF
797,2021-05-19,6065660020,FURADEIRA 6600AB IMP.10MM 1V. 220V  SKIL,OVD,164.35,19.32,18.95,161.0,-57.72,271,2022-02-14,OLIST,fbb5d2e3ad7077f76791,"Muniz Ferreira, Bahia"
798,2021-05-19,6065660020,FURADEIRA 6600AB IMP.10MM 1V. 220V  SKIL,OVD,164.35,19.32,18.95,161.0,-57.72,271,2022-02-14,ML MHL TOOLS,e2ec708ef755878ff021,"Antônio Prado, Rio Grande do Sul"
799,2021-02-17,1105,MATERIAL DOURADO 611 PC - 1105,CARLU,53.97,16.98,0.0,99.9,25.63,19,2021-03-08,ML MHL TOOLS,a47555a187d1b289b82c,"PORTO ALEGRE, RS"
800,2021-07-02,6878120220,INVERSOR DIG RIV120 C/MALETA 220V VONDER,OVD,459.21,61.67,34.95,513.9,-93.32,230,2022-02-17,MAGALU,4967a56d38212b42a7c1,"Concórdia, Santa Catarina"
801,2021-02-23,1204,ALF MOV DEGRAU - MDF - 130 PC,CARLU,83.29,24.93,17.95,149.9,21.03,2,2021-02-25,ML MHL TOOLS,6c8f1a061b1696a57ec8,"Santo André, São Paulo"
802,2021-02-23,1204,ALF MOV DEGRAU - MDF - 130 PC,CARLU,83.29,26.38,23.85,159.9,22.94,21,2021-03-16,ML MHL CARE,d2710a3c49163372a8b1,"Curitiba, Paraná"
803,2021-02-23,1204,ALF MOV DEGRAU - MDF - 130 PC,CARLU,83.29,25.48,0.0,149.9,38.42,29,2021-03-24,ML MHL CARE,91e3d72fee17071c606e,"SAO JOAO DA BOA VISTA, SP"
804,2021-02-23,1204,ALF MOV DEGRAU - MDF - 130 PC,CARLU,83.29,26.38,17.95,149.9,19.58,29,2021-03-24,MAGALU,e428e3fe3894baef5cfb,"Campo Grande, Mato Grosso do Sul"
805,2021-02-23,1204,ALF MOV DEGRAU - MDF - 130 PC,CARLU,83.29,26.38,17.95,159.9,28.84,58,2021-04-22,ML MHL CARE,59656875b998a25996e7,"Toledo, Paraná"
806,2021-02-11,DMR5548,PATINETE 2 EM 1 JOANINHA AZUL,DM TOYS,188.36,29.98,0.0,249.9,33.7,106,2021-05-28,ML MHL CARE,c97569a440e8e81144f1,SAO PAULO SP
807,2021-02-11,DMR5548,PATINETE 2 EM 1 JOANINHA AZUL,DM TOYS,188.36,29.98,0.0,249.9,33.7,111,2021-06-02,MAGALU,b74c7b0d3877281b0289,CAMPINA DAS MISSOES RS
808,2021-02-11,DMR5548,PATINETE 2 EM 1 JOANINHA AZUL,DM TOYS,188.36,29.98,0.0,249.9,33.7,111,2021-06-02,MAGALU,31a24b1a885fb4d5b037,SAO PAULO SP
809,2021-07-28,6878136000,INVERSOR DIG RIV136 BIVOLT VONDER,OVD,616.36,81.0,23.45,675.0,-113.31,202,2022-02-15,MAGALU,d1c2d5fd54d84fd4bd5e,"Carmo do Paranaíba, Minas Gerais"
810,2021-02-11,DMB5843,CADEIRA BALANCINHO BABY COM MO,DM TOYS,246.84,59.38,27.54,359.9,26.78,90,2021-05-12,ML MHL TOOLS,9b23d48df9c4c967cfe9,"Pimenta, Minas Gerais"
811,2021-02-11,DMB5843,CADEIRA BALANCINHO BABY COM MO,DM TOYS,246.84,39.58,0.0,329.9,46.13,123,2021-06-14,ML MHL CARE,d9f87276f82967eb6e6f,DOM PEDRITO RS
812,2021-02-11,DMT5875,BARRACA INFANTIL TENDA ILUMINA,DM TOYS,174.48,25.28,0.0,229.9,32.23,103,2021-05-25,MAGALU,1c055d9610478f6ed248,BELO HORIZONTE MG
813,2021-02-11,DMT5875,BARRACA INFANTIL TENDA ILUMINA,DM TOYS,174.48,29.43,0.0,229.9,28.08,229,2021-09-28,MAGALU,6d2379c1494a69306016,"Tucumã, PA"
814,2021-02-11,DMT5875,BARRACA INFANTIL TENDA ILUMINA,DM TOYS,174.48,29.42,0.0,229.9,28.09,235,2021-10-04,MAGALU,8659db41791fe0f9cc9f,MIRABELA MG
815,2021-07-28,6055402010,ESMERILHADEIRA DWE4020BR 127V DEWALT,OVD,372.02,83.28,28.14,489.9,-42.53,173,2022-01-17,MAGALU,a93ebaff666a150e1407,"Belo Horizonte, Minas Gerais"
816,2021-07-28,6020137751,ESMERILHADEIRA 1377.5/GWS850 127V BOSCH,OVD,347.37,61.43,0.0,479.9,23.11,159,2022-01-03,ML MHL TOOLS,80e3c76d05a4658b6c7f,GOVERNADOR VALADARES MG
817,2021-07-28,6055402020,ESMERILHADEIRA DWE4020B2B 220V DEWALT,OVD,372.02,71.62,28.14,421.31,-92.6,175,2022-01-19,MAGALU,4d94162e649bcafc13f7,"Itapecerica da Serra, São Paulo"
818,2021-02-15,DMB5804,MOBILE ESPACONAVE BABY,DM TOYS,122.93,41.78,20.99,219.9,31.8,73,2021-04-29,ML MHL TOOLS,3f9e62872562a9e2152b,Belo Horizonte - MG
819,2021-02-15,DMB5804,MOBILE ESPACONAVE BABY,DM TOYS,122.93,41.78,20.99,219.9,31.8,91,2021-05-17,OLIST,d19008df669bc71c46ca,Salvador - BA
820,2021-02-15,DMB5804,MOBILE ESPACONAVE BABY,DM TOYS,122.93,41.78,20.99,219.9,31.8,98,2021-05-24,OLIST,ee0e656675795d8a8aa2,Imperatriz - MA
821,2021-02-15,DMB5804,MOBILE ESPACONAVE BABY,DM TOYS,122.93,41.78,20.99,219.9,31.8,178,2021-08-12,OLIST,d62d861651f31315034a,Araraquara - SP
822,2021-02-15,DMB5804,MOBILE ESPACONAVE BABY,DM TOYS,122.93,21.58,0.0,179.9,34.44,109,2021-06-04,OLIST,a8937b6e7da8bb76bc99,ALVARENGA MG
823,2021-02-15,DMB5804,MOBILE ESPACONAVE BABY,DM TOYS,122.93,41.78,20.99,219.9,31.8,210,2021-09-13,MAGALU,c3d7f0a9318df5dc7b33,Rio de Janeiro - RJ
824,2021-07-28,6065900211,ESMERILHADEIRA 9002AL 115MM 127V SKIL,OVD,226.13,42.48,22.95,249.9,-66.65,146,2021-12-21,OLIST,6d31c3968c3be12540f6,"Castro, Paraná"
825,2021-07-28,6001860220,"ESMERILHADEIRA 4.1/2"" EAV860N 220V VD",OVD,278.78,68.8,20.0,379.9,-25.67,197,2022-02-10,ML MHL TOOLS,e5c0f2acab61ac956ee4,"São Luís, Maranhão"
826,2021-08-06,6001020110,SOPRADOR TERMICO STV2000N 127V VONDER,OVD,193.63,50.98,18.45,299.9,6.85,150,2022-01-03,SHOPEE,d48ea64fc75ea40f4601,"Uberaba, Minas Gerais"
827,2021-03-24,6001020220,SOPRADOR TERMICO STV2000N 220V VONDER,OVD,178.12,47.58,18.45,279.9,34.86,89,2021-06-21,ML MHL TOOLS,4fe749040b898c92bc9d,"São João D'Aliança, Goiás"
828,2021-03-24,6001020220,SOPRADOR TERMICO STV2000N 220V VONDER,OVD,178.12,47.58,18.45,279.9,34.86,110,2021-07-12,ML MHL TOOLS,c868dd21efc3deb4c817,"Mallet, Paraná"
829,2021-03-24,6001020220,SOPRADOR TERMICO STV2000N 220V VONDER,OVD,178.12,47.58,22.14,279.9,31.17,139,2021-08-10,ML MHL TOOLS,6774a9d05f516e47b5a6,"Goiânia, Goiás"
830,2021-03-24,6878120220,INVERSOR DIG RIV120 C/MALETA 220V VONDER,OVD,588.04,144.48,27.54,849.9,91.87,93,2021-06-25,ML MHL TOOLS,cf5ed291210f372c412c,"Uberlândia, Minas Gerais"
831,2021-08-12,6045955741,"ESMERILHADEIRA ANG. 4.1/2""9557HNG 127V M",OVD,377.5,66.55,0.0,519.9,23.86,146,2022-01-05,ML MHL CARE,ebaa964636fe7e28eb66,CIANORTE PR
832,2021-03-24,6055402010,ESMERILHADEIRA DWE4020BR 127V DEWALT,OVD,399.92,69.1,0.0,539.9,74.81,121,2021-07-23,MAGALU,6b993ef0dc95f18a3228,MARINGA PR
833,2021-03-24,6020137752,ESMERILHADEIRA 1377.5GWS850 220V BOSCH,OVD,372.56,86.98,22.95,509.9,30.6,72,2021-06-04,MAGALU,73ae0e008d42b9cf3097,"Caramujo, Mato Grosso"
834,2021-08-12,6045955741,"ESMERILHADEIRA ANG. 4.1/2""9557HNG 127V M",OVD,377.5,46.58,0.0,363.93,-96.55,186,2022-02-14,ML MHL TOOLS,ee4c34f5c4fd6d956136,SANTO ANTONIO DO GRAMA MG
835,2021-08-12,6020137751,ESMERILHADEIRA 1377.5/GWS850 127V BOSCH,OVD,348.8,61.43,0.0,479.9,21.68,153,2022-01-12,MAGALU,1ca3fe936702b570bbac,SALVADOR BA
836,2021-03-24,3606308019,CH COMB JG 08 A 19MM CATRACA 7PC VONDER,OVD,197.11,31.19,0.0,259.9,33.95,55,2021-05-18,MAGALU,f578772b836949f79074,PANAMBI RS
837,2021-03-24,3538028000,BITS/PONTEIRA CRV C/28PC ENC 1/4 VONDER 8207.90.00,OVD,51.06,17.36,0.0,79.9,9.61,23,2021-04-16,MAGALU,43506aabb1d564edf8bf,"Porto Alegre, Rio Grande do Sul"
838,2021-03-24,6001020110,SOPRADOR TERMICO STV2000N 127V VONDER,OVD,178.12,47.58,18.45,279.9,34.86,29,2021-04-22,ML MHL CARE,89ca6c1cfeac2ec1a608,"Juiz de Fora, Minas Gerais"
839,2021-03-24,6001020110,SOPRADOR TERMICO STV2000N 127V VONDER,OVD,178.12,47.58,18.45,279.9,34.86,91,2021-06-23,ML MHL CARE,f093c1425c79558b7c99,"Macaé, Rio de Janeiro"
840,2021-08-12,6047950720,ESMERILHADEIRA ANG. M9507B 220V MAKITA,OVD,268.84,47.35,0.0,369.9,16.72,146,2022-01-05,ML MHL TOOLS,4e73f585be0ebc6074af,FOZ DO IGUACU PR
841,2021-08-26,6020137752,ESMERILHADEIRA 1377.5GWS850 220V BOSCH,OVD,340.53,86.68,22.95,509.9,8.75,126,2021-12-30,MAGALU,c7f23ad02d6da438710c,"Meireles, Fortaleza, Ceará"
842,2021-08-26,6020137752,ESMERILHADEIRA 1377.5GWS850 220V BOSCH,OVD,340.53,86.68,22.95,509.9,8.75,99,2021-12-03,ML MHL TOOLS,8b484c1f2ac8279ad012,"Fortaleza, Ceará"
843,2021-08-26,6020139620,ESMERILHADEIRA 1396/GWS9-125 220V BOSCH,OVD,420.9,54.36,23.43,453.0,-90.99,172,2022-02-14,ML MHL TOOLS,b68f77d14d7de52a12ad,"Macaúbas, Bahia"
844,2021-08-26,6020139620,ESMERILHADEIRA 1396/GWS9-125 220V BOSCH,OVD,420.9,54.36,23.45,453.0,-91.01,172,2022-02-14,ML MHL TOOLS,32d04442f1a8dc452296,"Riachão do Jacuípe, Bahia"
845,2019-09-13,3013,PALAVRAS CRUZADAS 73 PC - 3013,CARLU,15.99,0.0,0.0,15.99,0.0,828,2021-12-19,ML MHL TOOLS,0de49c518ec01b6da056,Toledo/PR
846,2020-06-01,3018,ALF SILÁBICO 150 PC - 3018,CARLU,15.68,3.83,0.0,29.9,7.4,554,2021-12-07,ENTREGUE EM MÃOS,0a3727f83d2bdd05391c,SAO JOSE DOS CAMPOS SP
847,2020-06-01,1018,DOMINO ADIÇÃO - 1018 (SÓ ML),CARLU,9.19,1.7,5.0,10.0,-6.89,259,2021-02-15,MAGALU,deb6ab246f9e38f77946,"Toledo, Paraná"
848,2020-06-01,1018,DOMINO ADIÇÃO - 1018 (SÓ ML),CARLU,9.19,1.3,0.0,10.0,-1.49,259,2021-02-15,ENTREGUE EM MÃOS,deb6ab246f9e38f77946,"Toledo, Paraná"
849,2021-04-05,20206,GALINHA PINTADINHA - PIANO XILOFONE,YESTOYS,64.69,9.58,0.0,79.9,5.12,67,2021-06-11,ENTREGUE EM MÃOS,63d0907946eb92c8a573,CAMPINAS SP
850,2021-04-05,20206,GALINHA PINTADINHA - PIANO XILOFONE,YESTOYS,64.69,18.02,0.0,78.9,-4.23,77,2021-06-21,MAGALU,89cb04e624393ea305cb,"Ponta Grossa, Paraná"
851,2021-04-05,20206,GALINHA PINTADINHA - PIANO XILOFONE,YESTOYS,64.69,18.02,0.0,78.9,-4.23,81,2021-06-25,ML MHL TOOLS,9f5df2ebb505cc1dc381,"Hortolândia, São Paulo"
852,2021-04-05,20206,GALINHA PINTADINHA - PIANO XILOFONE,YESTOYS,64.69,10.23,0.0,79.9,4.47,161,2021-09-13,ML MHL TOOLS,415beb1fda5e61f476e1,"SAO PAULO, SP"
